lakeid,year4,daynum,sampledate,depth,rep,sta,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,po4,sio2uf,drsif,brsif,brsiuf,tpm,flagdic,flagtic,flagdoc,flagtoc,flagno3no2,flagno2,flagnh4,flagtotnf,flagtotnuf,flagtotpf,flagtotpuf,flagpo4,flagsio2uf,flagdrsif,flagbrsif,flagbrsiuf,flagtpm
"LR",1999,242,1999-08-30,0.000,1,2,0.80,1.05,4.79,4.61,4.0,,17,287,307,3.0,8.0,,,48,49,80,2.94,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,4.000,1,1,0.93,1.08,4.13,4.13,0.0,,6,247,277,6.0,12.0,,,67,67,75,1.59,,,,,,,,,,,,,,,,,"L"
"LR",1999,242,1999-08-30,4.000,1,2,1.34,1.32,4.22,4.70,1.0,,9,267,337,3.0,16.0,,,61,40,84,2.97,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,4.000,2,1,0.99,1.11,4.46,4.39,1.0,,8,238,252,4.0,17.0,,,62,58,84,0.47,,,,,,,,,,,,,,,,,"L"
"LR",1999,242,1999-08-30,6.000,1,1,2.94,3.69,4.30,4.04,1.0,,24,228,386,8.0,31.0,,,25,119,58,0.65,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,6.000,1,2,10.01,15.13,6.94,8.46,2.0,,53,1324,1335,56.0,82.0,,,632,607,520,16.41,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,9.000,1,1,9.00,11.68,7.13,6.84,3.0,,1425,1871,2278,77.0,162.0,,,491,450,520,10.46,,,,,,,,,"E",,"E",,,,,,
"LR",1999,270,1999-09-27,0.000,1,1,0.84,0.80,4.15,4.62,9.0,,63,264,225,7.0,21.0,,,65,4,31,0.42,,,,,"L",,"L","E",,,"L",,,,"L","L",
"LR",1999,270,1999-09-27,0.000,1,2,0.85,0.98,4.60,4.59,3.0,,37,496,439,10.0,18.0,,,103,31,44,1.02,,,,,,,,,,,,,,,,"E",
"LR",1999,270,1999-09-27,0.000,2,1,0.93,1.03,4.27,4.57,1.0,,11,304,189,7.0,11.0,,,65,0,22,0.55,,,,,"L",,"L","E",,,"L",,,"E","L","L",
"LR",1999,270,1999-09-27,4.000,1,2,0.98,1.23,4.54,4.57,4.0,,173,449,507,9.0,44.0,,,114,57,22,0.59,,,,,,,,,,,,,,,,,
"LR",1999,270,1999-09-27,6.000,1,1,1.57,1.21,3.94,4.16,3.0,,20,220,215,9.0,32.0,,,105,31,0,0.39,,,,,,,,,,,,,,,,"E",
"LR",1999,270,1999-09-27,6.000,1,2,1.70,1.94,4.64,4.53,4.0,,54,486,564,27.0,29.0,,,159,74,100,2.00,,,,,,,,,,,,,,,,,
"LR",1999,270,1999-09-27,8.000,1,1,11.56,14.17,7.30,7.08,8.0,,1390,1631,1701,58.0,103.0,,,559,414,423,8.75,,,,,,,,,,,,,,,,,
"LR",1999,270,1999-09-27,9.000,1,1,13.59,15.68,8.70,7.89,8.0,,1685,393,2779,95.0,180.0,,,694,545,598,9.08,,,,,,,,,"E",,"E",,,,,,
"LR",1999,298,1999-10-25,0.000,1,1,1.05,1.19,4.21,4.20,14.0,,63,311,368,6.0,11.0,,,103,73,112,0.73,,,,,,,,"E",,"E",,,,,,,
"LR",1999,298,1999-10-25,0.000,1,2,0.78,1.06,4.82,4.85,3.0,,14,287,389,5.0,14.0,,,40,45,83,0.46,,,,,,,"L",,,,,,,,,,
"LR",1999,298,1999-10-25,0.000,2,2,0.79,1.09,4.89,4.88,2.0,,25,287,405,6.0,14.0,,,44,54,208,0.56,,,,,,,"L",,,,,,,,,,
"LR",1999,298,1999-10-25,4.000,1,1,1.10,1.22,4.18,4.29,16.0,,75,378,378,7.0,15.0,,,103,78,121,0.27,,,,,,,,,,,,,,,"E",,
"LR",1999,298,1999-10-25,4.000,1,2,0.79,1.11,4.85,4.95,5.0,,24,303,373,6.0,14.0,,,34,25,102,1.46,,,,,,,,,,,,,,,,,
"LR",1999,298,1999-10-25,6.000,1,2,0.80,1.11,4.88,4.89,3.0,,12,303,384,6.0,16.0,,,41,54,102,0.41,,,,,,,,"E",,"E",,,,,,,
"LR",1999,298,1999-10-25,9.000,1,1,1.09,1.32,4.25,4.18,6.0,,60,319,416,6.0,14.0,,,103,102,140,0.42,,,,,,,,,,,,,,,,,
